event_id,instrument_code,event_type,record_date,ex_date,pay_date,bonus_per_10,cash_per_10,qty_factor,cash_dps,currency,status,source,source_url,parse_method,confidence,validation_ok,review_status,reviewer,reviewed_at,review_note,note
6811.HK-2026-05-27,6811.HK,CASH,2026-06-01,2026-05-27,2026-06-15,0,0.5,1,0.05,HKD,IMPLEMENTED,eastmoney_hk,https://basic.10jqka.com.cn/176/HK6811/bonus.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,record_not_before_ex,年度分配; 每股派港币0.05元
688063.SH-2026-05-27,688063.SH,CASH,2026-05-26,2026-05-27,2026-05-27,0,1.24,1,0.124,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/688063.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"派能科技;实施分配;10派1.24元(含税,扣税后1.116元)"
688489.SH-2026-05-27,688489.SH,BONUS,2026-05-26,2026-05-27,,4.8,0,1.48,0,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/688489.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,,三未信安;实施分配;10转4.80股
688596.SH-2026-05-27,688596.SH,CASH,2026-05-26,2026-05-27,2026-05-27,0,1,1,0.1,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/688596.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"正帆科技;实施分配;10派1.00元(含税,扣税后0.90元)"
688661.SH-2026-05-27,688661.SH,CASH,2026-05-26,2026-05-27,2026-05-27,0,0.8,1,0.08,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/688661.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"和林微纳;实施分配;10派0.80元(含税,扣税后0.72元)"
8188.HK-2026-05-27,8188.HK,CASH,2026-06-01,2026-05-27,2026-06-18,0,0.4,1,0.04,HKD,IMPLEMENTED,eastmoney_hk,https://basic.10jqka.com.cn/176/HK8188/bonus.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,record_not_before_ex,年度分配; 每股派港币0.04元
920002.BJ-2026-05-27,920002.BJ,CASH_AND_BONUS,2026-05-26,2026-05-27,2026-05-27,4,1,1.4,0.1,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/920002.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,万达轴承;实施分配;10转4股派1.00元(含税)
920055.BJ-2026-05-27,920055.BJ,CASH,2026-05-26,2026-05-27,2026-05-27,0,5.5,1,0.55,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/920055.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"隆源股份;实施分配;10派5.50元(含税,扣税后4.95元)"
920082.BJ-2026-05-27,920082.BJ,CASH_AND_BONUS,2026-05-26,2026-05-27,2026-05-27,4,1.3,1.4,0.13,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/920082.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"方正阀门;实施分配;10转4股派1.30元(含税,扣税后1.17元)"
920100.BJ-2026-05-27,920100.BJ,CASH_AND_BONUS,2026-05-26,2026-05-27,2026-05-27,4,2.8,1.4,0.28,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/920100.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"三协电机;实施分配;10转4股派2.80元(含税,扣税后2.52元)"
920187.BJ-2026-05-27,920187.BJ,CASH_AND_BONUS,2026-05-26,2026-05-27,2026-05-27,4.5,5,1.45,0.5,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/920187.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"通领科技;实施分配;10转4.50股派5.00元(含税,扣税后4.50元)"
920523.BJ-2026-05-27,920523.BJ,CASH,2026-05-26,2026-05-27,2026-05-27,0,3,1,0.3,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/920523.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"德瑞锂电;实施分配;10派3.00元(含税,扣税后2.70元)"
920541.BJ-2026-05-27,920541.BJ,CASH,2026-05-26,2026-05-27,2026-05-27,0,2,1,0.2,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/920541.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"铁大科技;实施分配;10派2.00元(含税,扣税后1.80元)"
920580.BJ-2026-05-27,920580.BJ,CASH,2026-05-26,2026-05-27,2026-05-27,0,0.7,1,0.07,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/920580.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"科创新材;实施分配;10派0.70元(含税,扣税后0.63元)"
920946.BJ-2026-05-27,920946.BJ,CASH,2026-05-26,2026-05-27,2026-05-27,0,1.6,1,0.16,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/920946.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"森萱医药;实施分配;10派1.60元(含税,扣税后1.44元)"
9989.HK-2026-05-27,9989.HK,CASH,2026-06-02,2026-05-27,2026-06-18,0,1.6604,1,0.16604,HKD,IMPLEMENTED,eastmoney_hk,https://basic.10jqka.com.cn/176/HK9989/bonus.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,record_not_before_ex,年度分配; 每股派人民币0.145元(相当于港币0.16604元)
000049.SZ-2026-05-28,000049.SZ,CASH,2026-05-27,2026-05-28,2026-05-28,0,2.3,1,0.23,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/000049.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"德赛电池;实施分配;10派2.30元(含税,扣税后2.07元)"
000686.SZ-2026-05-28,000686.SZ,CASH,2026-05-27,2026-05-28,2026-05-28,0,1.5,1,0.15,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/000686.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,东北证券;实施分配;10派1.50元(含税)
000900.SZ-2026-05-28,000900.SZ,CASH,2026-05-27,2026-05-28,2026-05-28,0,1.6,1,0.16,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/000900.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"现代投资;实施分配;10派1.60元(含税,扣税后1.44元)"
000902.SZ-2026-05-28,000902.SZ,CASH,2026-05-27,2026-05-28,2026-05-28,0,2,1,0.2,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/000902.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"新洋丰;实施分配;10派2.00元(含税,扣税后1.80元)"
001387.SZ-2026-05-28,001387.SZ,CASH,2026-05-27,2026-05-28,2026-05-28,0,2,1,0.2,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/001387.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"雪祺电气;实施分配;10派2.00元(含税,扣税后1.80元)"
002001.SZ-2026-05-28,002001.SZ,CASH,2026-05-27,2026-05-28,2026-05-28,0,8,1,0.8,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/002001.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"新和成;实施分配;10派8.00元(含税,扣税后7.20元)"
002032.SZ-2026-05-28,002032.SZ,CASH,2026-05-27,2026-05-28,2026-05-28,0,26.3,1,2.63,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/002032.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"苏泊尔;实施分配;10派26.30元(含税,扣税后23.67元)"
002053.SZ-2026-05-28,002053.SZ,CASH,2026-05-27,2026-05-28,2026-05-28,0,1.3,1,0.13,CNY,IMPLEMENTED,eastmoney,https://data.eastmoney.com/yjfp/detail/002053.html,structured,0.95,true,APPROVED,auto:eastmoney,2026-09-22T10:09:08,pay_date_derived_from_ex,"云南能投;实施分配;10派1.30元(含税,扣税后1.17元)"
